username,week,total_engagement,text_length,retweet_count,reply_count,like_count,quote_count,tweet_count,rolling_engagement,rolling_tweet_count,engagement_per_text_length,tweet_count_delta,degree_centrality,pagerank,betweenness_centrality,closeness_centrality,eigenvector_centrality,followers_count,friends_count,statuses_count,community,log_followers,engagement_per_follower
Quackity,2025-01-13/2025-01-19,151586.0,293.0,20825.0,5692.0,122520.0,2549.0,1,32275.0,1.6666666666666667,517.358361774744,0.0,0.1052631578947368,0.0446185562554796,0.0,0.1776315789473684,0.1570017482898329,5780664.0,894.0,8101.0,1,15.570029285933712,0.026222939094885985
Quackity,2025-02-17/2025-02-23,66577.0,140.0,11706.0,3335.0,49322.0,2214.0,1,79696.0,1.6666666666666667,475.55,0.0,0.1052631578947368,0.0446185562554796,0.0,0.1776315789473684,0.1570017482898329,5780664.0,894.0,8101.0,1,15.570029285933712,0.011517189028803611
Quackity,2025-03-17/2025-03-23,74801.0,77.0,8734.0,928.0,64422.0,717.0,1,73379.0,1.0,971.4415584415584,0.0,0.1052631578947368,0.0446185562554796,0.0,0.1776315789473684,0.1570017482898329,5780664.0,894.0,8101.0,1,15.570029285933712,0.012939862963839447
Quackity,2025-03-31/2025-04-06,145186.0,48.0,11892.0,2020.0,126114.0,5160.0,1,97654.66666666667,1.0,3024.7083333333335,0.0,0.1052631578947368,0.0446185562554796,0.0,0.1776315789473684,0.1570017482898329,5780664.0,894.0,8101.0,1,15.570029285933712,0.025115799845830858
Quackity,2025-04-21/2025-04-27,107783.0,53.0,19568.0,5591.0,75430.0,7194.0,1,95521.33333333333,1.0,2033.6415094339623,0.0,0.1052631578947368,0.0446185562554796,0.0,0.1776315789473684,0.1570017482898329,5780664.0,894.0,8101.0,1,15.570029285933712,0.018645435887641972
Quackity,2025-05-26/2025-06-01,33071.5,47.5,7196.0,1073.5,23284.0,1518.0,2,109256.66666666667,1.0,696.2421052631579,1.0,0.1052631578947368,0.0446185562554796,0.0,0.1776315789473684,0.1570017482898329,5780664.0,894.0,8101.0,1,15.570029285933712,0.00572105557423853
SSSniperWolf,2024-11-18/2024-11-24,796.0,146.0,19.0,111.0,660.0,6.0,1,,,5.4520547945205475,0.0,,,,,,,,,-1,,
SSSniperWolf,2024-12-09/2024-12-15,22647.0,19.0,22647.0,0.0,0.0,0.0,1,796.0,1.0,1191.9473684210527,0.0,,,,,,,,,-1,,
SSSniperWolf,2025-03-03/2025-03-09,514.5,61.5,15.0,34.5,462.5,2.5,2,11721.5,1.0,8.365853658536585,1.0,,,,,,,,,-1,,
SSSniperWolf,2025-03-24/2025-03-30,752.5,72.0,38.5,61.5,646.5,6.0,2,7985.833333333333,1.3333333333333333,10.45138888888889,0.0,,,,,,,,,-1,,
Summit1g,2025-05-26/2025-06-01,94.66666666666667,112.33333333333333,5.0,1.6666666666666667,88.0,0.0,3,,,0.8427299703264096,0.0,,,,,,,,,-1,,
Summit1g,2025-06-02/2025-06-08,124.88888888888889,90.55555555555556,5.777777777777778,5.0,114.11111111111111,0.0,9,94.66666666666667,3.0,1.3791411042944786,6.0,,,,,,,,,-1,,
Summit1g,2025-06-09/2025-06-15,95.875,91.625,5.125,3.0,87.75,0.0,8,109.77777777777777,6.0,1.0463847203274215,-1.0,,,,,,,,,-1,,
Syndicate,2025-06-09/2025-06-15,1517.7857142857142,81.35714285714286,16.928571428571427,36.785714285714285,1463.4285714285713,0.6428571428571429,14,,,18.6558384547849,0.0,0.0526315789473684,0.0706074350070639,0.0,0.1415204678362573,0.0966366586675427,1958706.0,232.0,124153.0,0,14.487795119635397,0.0007748920533687619
Tfue,2024-11-04/2024-11-10,1186.0,32.0,21.0,56.0,1108.0,1.0,1,,,37.0625,0.0,0.2631578947368421,0.0587699351305385,0.0146198830409356,0.1464530892448512,0.3705033521917079,4066596.0,1443.0,6087.0,2,15.218317089741095,0.00029164441218158875
Tfue,2024-12-02/2024-12-08,5959.0,45.5,56.5,80.5,5818.0,4.0,2,1186.0,1.0,130.96703296703296,1.0,0.2631578947368421,0.0587699351305385,0.0146198830409356,0.1464530892448512,0.3705033521917079,4066596.0,1443.0,6087.0,2,15.218317089741095,0.0014653533323693822
Tfue,2024-12-09/2024-12-15,58570.0,37.0,505.0,174.0,57879.0,12.0,1,3572.5,1.5,1582.972972972973,-1.0,0.2631578947368421,0.0587699351305385,0.0146198830409356,0.1464530892448512,0.3705033521917079,4066596.0,1443.0,6087.0,2,15.218317089741095,0.014402709292981156
Tfue,2024-12-23/2024-12-29,15545.0,63.0,264.0,250.0,15013.0,18.0,1,21905.0,1.3333333333333333,246.74603174603175,0.0,0.2631578947368421,0.0587699351305385,0.0146198830409356,0.1464530892448512,0.3705033521917079,4066596.0,1443.0,6087.0,2,15.218317089741095,0.003822607409243505
Tfue,2024-12-30/2025-01-05,17906.5,112.0,5145.0,759.5,11960.0,42.0,2,26691.333333333332,1.3333333333333333,159.87946428571428,1.0,0.2631578947368421,0.0587699351305385,0.0146198830409356,0.1464530892448512,0.3705033521917079,4066596.0,1443.0,6087.0,2,15.218317089741095,0.004403314221525817
Tfue,2025-01-06/2025-01-12,1913.0,75.83333333333333,39.0,61.833333333333336,1804.0,8.166666666666666,6,30673.833333333332,1.3333333333333333,25.22637362637363,4.0,0.2631578947368421,0.0587699351305385,0.0146198830409356,0.1464530892448512,0.3705033521917079,4066596.0,1443.0,6087.0,2,15.218317089741095,0.0004704180105424783
Tfue,2025-01-13/2025-01-19,4676.0,23.0,71.0,85.0,4515.0,5.0,1,11788.166666666666,3.0,203.30434782608697,-5.0,0.2631578947368421,0.0587699351305385,0.0146198830409356,0.1464530892448512,0.3705033521917079,4066596.0,1443.0,6087.0,2,15.218317089741095,0.0011498560466788438
